"name"	"namealt"	"name_ar"	"name_bn"	"name_de"	"name_en"	"name_es"	"name_fr"	"name_el"	"name_hi"	"name_hu"	"name_id"	"name_it"	"name_ja"	"name_ko"	"name_nl"	"name_pl"	"name_pt"	"name_ru"	"name_sv"	"name_tr"	"name_vi"	"name_zh"	"name_fa"	"name_he"	"name_uk"	"name_ur"	"name_zht"	"min_lat"	"min_lon"	"max_lat"	"max_lon"
"YUNGUI PLATEAU"	NA	"هضبة يونان قويتشو"	"ইউঙ্গুই মালভূমি"	"Yunnan-Guizhou-Plateau"	"Yunnan-Guizhou Plateau"	"Meseta Yunnan-Guizhou"	"Plateau Yunnan-Guizhou"	"ΟΡΟΠΕΔΙΟ ΓΙΟΥΝΚΟΥΙ"	"युंगुई पठार"	"YUNGUI-FENNSÍK"	"Dataran Tinggi Yunnan-Guizhou"	"altopiano Yunnan-Guizhou"	"雲貴高原"	"윈구이고원"	"Yunnan-Guizhouplateau"	"Wyżyna Junnan-Kuejczou"	"Planalto Yunnan – Guizhou"	"Юньнань-Гуйчжоуское нагорье"	"Yungui-platån"	"Yünnan-Guizhou Platosu"	"Cao nguyên Vân-Quý"	"云贵高原"	"فلات یوننان–گوئیژو"	"רמת יונגוי"	"Юньнань-Гуйчжоуське плато"	"یونگی پلیٹیو"	"云贵高原"	23.3339297546816	98.0899764332087	29.3120181335879	107.183848503521
"Khorat Plat."	NA	"هضبة كورات"	"খোরাত প্লেটো"	"Khorat-Hochebene"	"Khorat Plateau"	"Meseta de Khorat"	"Khorat Plateau"	"Οροπέδιο Χοράτ"	"खोरात पठार"	"Khorat-fennsík"	"Dataran Tinggi Khorat"	"Khorat"	"コーラート台地"	"코랏 분지"	"Khoratplateau"	"Płaskowyż Khorat"	"Planalto de Khorat"	"Корат"	"Khoratplatån"	"Khorat Platosu"	"Cao nguyên Khorat"	"呵叻高原"	"فلات خرات"	"רמת קוראט"	"плато Хорат"	"کھورات پلیٹیو"	"呵叻高原"	14.9752871765566	99.7351180347712	18.6484439148379	105.435191276959
"SHAN PLATEAU"	NA	"تلال شان"	"শান প্লেটেউ"	"SHAN-PLATEAU"	"Shan Plateau"	"MESETA DE SHAN"	"Plateau Shan"	"ΟΡΟΠΕΔΙΟ ΣΑΝ"	"शान पठार"	"SHAN-FENNSÍK"	"DATARAN TINGGI SHAN"	"Altopiano Shan"	"シャン丘陵"	"샨 플래투"	"Shan Plateau"	"SZAN"	"Planalto de Shan"	"Ша́нское наго́рье"	"Shan Plateau"	"SHAN PLATOSU"	"CAO NGUYÊN SHAN"	"掸部高原"	"فلات شان"	"רמת שאן"	"ПЛАТО ШАН"	"شان پلیٹیو"	"撣邦高原"	19.2035586609316	94.3259383472713	24.0600039734315	98.9650985035213
"COLORADO PLATEAU"	NA	"هضبة كولورادو"	"কলোরাডো মালভূমি"	"Colorado-Plateau"	"Colorado Plateau"	"Meseta del Colorado"	"plateau du Colorado"	"ΟΡΟΠΕΔΙΟ ΚΟΛΟΡΑΝΤΟ"	"कोलोराडो पठार"	"Colorado-fennsík"	"Dataran Tinggi Colorado"	"altopiano del Colorado"	"コロラド高原"	"콜로라도고원"	"Colorado Plateau"	"Wyżyna Kolorado"	"Planalto do Colorado"	"Колорадо"	"Coloradoplatån"	"Kolorado Platosu"	"CAO NGUYÊN COLORADO"	"科羅拉多高原"	"فلات کلرادو"	"רמת קולורדו"	"Колорадо"	"کولوراڈو پلیٹیو"	"科羅拉多高原"	33.6316592468691	-113.959217902729	40.7866275085879	-106.66411292226
"COLUMBIA PLAT."	NA	"هضبة كولومبيا"	"কলাম্বিয়া প্লেটো"	"Columbia Plateau"	"Columbia Plateau"	"Meseta del Columbia"	"plateau du Columbia"	"ΟΡΟΠΕΔΙΟ ΚΟΛΟΥΜΠΙΑ"	"कोलंबिया पठार"	"COLUMBIA-FENNSÍK"	"DATARAN TINGGI COLUMBIA"	"altopiano del Columbia"	"コロンビア川台地"	"컬럼비아고원"	"Columbia Plateau"	"Wyżyna Kolumbii"	"Planalto de Columbia"	"Колумбийское плато"	"Columbiaplatån"	"Columbia Platosu"	"Cao nguyên sông Columbia"	"哥伦比亚高原"	"فلات کلمبیا"	"רמת קולומביה"	"Колумбійське плато"	"کولمبیا پلیٹیو"	"哥伦比亚高原"	42.1499697937441	-121.455372687885	48.1337344421816	-111.186940070698
"ALTI-PLANICIE MEXICANA"	NA	"الهضبة المكسيكية الوسطى"	"আল্টি-প্লান্সি মেক্সিকানা"	"mexikanische Hochebene"	"Mexican Plateau"	"ALTIPLANICIE MEXICANA"	"Plateau mexicain"	"ΑΛΤΙ-ΠΛΑΝΙΘΙΕ ΜΕΧΙΚΑΝΑ"	"अल्टी-प्लानिसी मेक्सिकाना"	"MEXIKÓI FENNSÍK"	"DATARAN TINGGI MEKSIKO TENGAH"	"Altopiano messicano"	"アルティプラニシエ・メヒカーナ高原"	"알티 플래니시 멕시카나"	"Hoogland van Mexico"	"Wyżyna Meksykańska"	"Planalto Mexicano"	"Мексиканское нагорье"	"Mexikanska platån"	"Meksika Platosu"	"CAO NGUYÊN MIỀN TRUNG MEXICO"	"墨西哥高地"	"آل تی پلانسی مکسیکانا"	"המישורים המקסיקניים הנמוכים"	"МЕКСИКАНСЬКЕ НАГІР’Я"	"آلٹی پلنکی میکسکانا"	"墨西哥高原"	19.9097354187441	-108.815724250385	31.7840640320254	-99.49174964101
"ALLEGHENY PLATEAU"	NA	"هضبة ألغني"	"আল্লেঘনি প্লেটো"	"Allegheny-Plateau"	"Allegheny Plateau"	"Meseta de Allegheny"	"plateau des Allegheny"	"Οροπέδιο Αλλέγκενι"	"एलेघेनी पठार"	"Allegheny-plató"	"DATARAN TINGGI ALLEGHENY"	"Altopiano di Allegheny"	"アルゲイニー台地"	"앨러게니 플래투"	"Allegheny Plateau"	"Allegheny"	"Planalto Allegheny"	"Аллеганское плато"	"Allegheny Plateau"	"Allegheny Platosu"	"CAO NGUYÊN ALLEGHENY"	"阿勒格尼高原"	"فلات القنی"	"רמת אלגני"	"ПЛАТО АЛЛЕГЕНІ"	"ایلےگیہنی پلاٹیو"	"阿勒格尼高原"	37.6630313171816	-82.63237464101	43.6371524109316	-74.7512100902287
"CUMBERLAND PLAT."	NA	"هضبة كومبرلاند"	"কাম্বারল্যান্ড প্লেটো"	"Cumberland-Plateau"	"Cumberland Plateau"	"Meseta de Cumberland"	"plateau de Cumberland"	"ΟΡΟΠΕΔΙΟ ΚΑΜΠΕΡΛΑΝΤ"	"कंबरलैंड पठार"	"CUMBERLAND-FENNSÍK"	"DATARAN TINGGI CUMBERLAND"	"altopiano del Cumberland"	"カンバーランド高原"	"컴벌랜드 플래투"	"Cumberland-plateau"	"Cumberland"	"Planalto de Cumberland"	"Камберленд"	"Cumberlandplatån"	"Cumberland Platosu"	"CAO NGUYÊN CUMBERLAND"	"坎伯兰高原"	"فلات کامبرلند"	"רמת קומברלנד"	"ПЛАТО КАМБЕРЛЕНД"	"کمبرلینڈ پلیٹیو"	"坎伯兰高原"	32.6058413757754	-88.5411270824162	39.1023013367128	-82.2302139964787
"YUKON PLATEAU"	NA	"هضبة يوكون"	"ইউকন মালভূমি"	"Yukon Intermountain Ranges"	"Yukon Plateau"	"MESETA DEL YUKÓN"	"Plateau du Yukon"	"ΟΡΟΠΕΔΙΟ ΓΙΟΥΚΟΝ"	"युकोन पठार"	"YUKON-FENNSÍK"	"DATARAN TINGGI YUKON"	"Altopiano dello Yukon"	"ユコン・プラトー"	"유콘 플래투"	"Yukon Plateau"	"Wyżyna Jukońska"	"Planalto de Yukon"	"плато Юкон"	"Yukon Plateau"	"YUKON PLATOSU"	"CAO NGUYÊN YUKON"	"育空高原"	"فلات یوکون"	"רמת יוקון"	"ПЛАТО ЮКОН"	"یوکون پلیٹیو"	"育空高原"	60.3558413757754	-140.079518195697	64.2187564148378	-133.173817512104
"ALTIPLANO"	NA	"الألتيبلانو"	"আলতিপ্লানো"	"Altiplano"	"Altiplano"	"Altiplano"	"altiplano"	"Αλτιπλάνος"	"आल्टिप्लानो"	"Altiplano"	"altiplano"	"Altiplano"	"アルティプラーノ"	"알티플라노고원"	"hoogland van Bolivia"	"Altiplano"	"Altiplano"	"Альтиплано"	"Altiplano"	"altiplano"	"Sơn nguyên"	"阿尔蒂普拉诺高原"	"آلتیپلانو"	"אלטיפלאנו"	"Альтіплано"	"آلٹی پلانو"	"阿尔蒂普拉诺高原"	-27.0391171203185	-71.5043228831975	-13.9688046203184	-65.4057511058538
"GUIANA SHIELD"	NA	"مرتفعات غيانا"	"গুয়াইয়ানা উচ্চভূমি"	"Guayana"	"Guiana Highlands"	"ESCUDO GUAYANÉS"	"plateau des Guyanes"	"ΓΚΟΥΙΑΝΑ ΣΙΛΝΤΣ"	"गयाना शील्ड"	"Guyanai-masszívum"	"GUIANA SHIELD"	"Massiccio della Guiana"	"ギアナ高地"	"기아나 고지"	"Hoogland van Guyana"	"Wyżyna Gujańska"	"Planalto das Guianas"	"Гвианское нагорье"	"Guyanas högland"	"Guyana Kalkanı"	"Khiên Guiana"	"圭亚那地盾"	"سپر گویان"	"גויאנה"	"Гвіанське нагір'я"	"گایانا شیلڈ"	"圭亚那地盾"	-2.62981536250595	-67.7973526683538	8.60016510624413	-50.5666397777288
"PLANALTO CENTRAL"	NA	"المرتفعات البرازيلية"	"প্ল্যানালতো সেন্ট্রাল"	"Brasilianisches Bergland"	"Brazilian Highlands"	"Meseta Brasileña"	"Plateau brésilien"	"ΠΛΑΝΑΛΤΟ ΣΕΝΤΡΑΛ"	"ब्राज़ील का पठार"	"Brazil-felföld"	"DATARAN TINGGI TENGAH"	"Plateau Brasiliano"	"ブラジル高原"	"브라질고원"	"Hoogland van Brazilië"	"Wyżyna Brazylijska"	"Planalto Brasileiro"	"Бразильское нагорье"	"Brasilianska skölden"	"Brezilya Platosu"	"Cao nguyên Brazil"	"巴西高原"	"کوهسارهای برزیل"	"מרכז פלאנלטו"	"Бразильське нагір'я"	"پلینلٹو سینٹرل"	"巴西高原"	-22.0121395812559	-59.1698502269475	-3.96746184688088	-42.0248306956975
"BARREN GROUNDS"	NA	"بارين غروندز"	"ব্যাররেন গ্রাউন্ডস"	"Barren Grounds"	"Barren Grounds"	"BARREN GROUNDS"	"Barren Grounds"	"ΜΠΕΡΕΝ ΓΚΡΑΟΥΝΤΣ"	"बैरन ग्राउंड्स"	"BARREN GROUNDS"	"BARREN GROUNDS"	"Barren Grounds"	"バーレン・グラウンズ"	"배런 그라운즈"	"Barren Grounds"	"BARREN GROUNDS"	"Barren Grounds"	"Баррен-Граундс"	"Barren Grounds"	"Barren Grounds"	"BARREN GROUNDS"	"贫瘠之地"	"زمین های بارن"	"טונדרת בארן גראונדס"	"БАРРЕН-ГРАУНДС"	"بیرن گراؤنڈز"	"巴倫凍原"	59.6738955749941	-125.987294074604	70.1017252353618	-87.002685546875
"NULLARBOR PLAIN"	NA	"صحراء نولاربور"	"নালার্বর সমভূমি"	"Nullarbor-Wüste"	"Nullabor Plain"	"Llanura de Nullarbor"	"Plaine de Nullarbor"	"ΠΕΔΙΑΔΙΑ ΝΟΥΛΑΡΜΠΟΡ"	"नूलरबोर मैदान"	"NULLARBOR-SÍKSÁG"	"Dataran Nullarbor"	"Nullarbor Plain"	"ナラボー平原"	"널라버 플레인"	"Nullarborvlakte"	"Nullarbor"	"Planície de Nullarbor"	"Налларбор"	"Nullarbor"	"Nullarbor Düzlüğü"	"Đồng bằng Nullarbor"	"纳拉伯平原"	"نولاربور پلین"	"ישור נולארבור"	"Налларбор"	"نلاربر پلین"	"纳拉伯平原"	-32.6489804015684	124.264414909771	-29.9231503234434	132.409678581646
"NORTH SLOPE"	NA	"نورث سلوب"	"নর্থ স্লোপ"	"North Slope"	"Alaska North Slope"	"North Slope"	"Alaska North Slope"	"ΝΟΡΘ ΣΛΟΟΥΠ"	"उत्तर ढलान"	"Alaszka északi lejtő"	"LERENG UTARA"	"North Slope dell'Alaska"	"アラスカ北極圏"	"노스 슬로프"	"Alaska North Slope"	"NORTH SLOPE"	"Encosta Norte do Alasca"	"Северный склон"	"North Slope"	"KUZEY YAMACI"	"Sườn Bắc của Alaska"	"阿拉斯加北坡"	"شیب شمالی"	"המדרון הצפוני"	"НОРТ-СЛОУП"	"نارتھ سلوپ"	"阿拉斯加北坡"	68.3960635437441	-164.495047446796	71.3548648132754	-145.905262824604
"CHACO BOREAL"	NA	"شاكو بوريل"	"চাকো বোরিয়াল"	"Chaco Boreal"	"Chaco Boreal"	"Chaco Boreal"	"Chaco Boreal"	"ΤΣΑΚΟ ΜΠΟΡΕΑΛ"	"चाको बोरियल"	"CHACO BOREAL"	"CHACO BOREAL"	"Chaco Boreal"	"チャコ・ボレアル平野"	"차코 보리얼"	"Chaco Boreal"	"Chaco Boreal"	"Chaco Boreal"	"Северный Чако"	"Chaco Boreal"	"CHACO BOREAL"	"ĐỒNG BẰNG CHACO BOREAL"	"北查科"	"شاکو بوریل"	"צ'אקו בוראל"	"ЧАКО БОРЕАЛЬ"	"چاکو بورئیل"	"波雷亞平原"	-25.1637509093809	-63.2822159496037	-17.4597714171934	-57.0656632152288
"CHACO AUSTRAL"	NA	"شاكو أوسترال"	"চাকো অস্ট্রাল"	"Chaco Austral"	"Chaco Austral"	"Chaco Austral"	"Chaco Austral"	"ΤΣΑΚΟ ΑΟΥΣΤΡΑΛ"	"चाको ऑस्ट्रेल"	"CHACO AUSTRAL"	"CHACO AUSTRAL"	"Chaco Austral"	"チャコ・アウストラル平野"	"차코 오스트랄"	"Chaco Austral"	"Chaco Austral"	"Chaco Austral"	"Южный Чако"	"Chaco Austral"	"CHACO AUSTRAL"	"ĐỒNG BẰNG CHACO AUSTRAL"	"南查科"	"شاکو آسترال"	"צ'אקו אוסטראל"	"ЧАКО АУСТРАЛЬ"	"چاکو آسٹرل"	"奧斯綽平原"	-31.8152401671934	-64.529591437885	-23.3059628234434	-58.7994278636663
"NAMIB DESERT"	NA	"صحراء ناميب"	"নামিব ডেজার্ট"	"Namib"	"Namib"	"Namib"	"désert du Namib"	"ΕΡΗΜΟΣ ΝΑΜΠΙΜΠ"	"नामीब मरुस्थल"	"Namib-sivatag"	"Gurun Namib"	"deserto del Namib"	"ナミブ砂漠"	"나미브 사막"	"Namibwoestijn"	"Namib"	"Deserto do Namibe"	"Намиб"	"Namiböknen"	"Namib Çölü"	"Sa mạc Namib"	"納米比沙漠"	"بیابان نامیب"	"מדבר נמיב"	"Наміб"	"صحرائے نمیب"	"納米比沙漠"	-26.999444268756	11.7216796875	-12.5465034925925	17.2021590503963
"WESTERN DESERT"	NA	"الصحراء الغربية في مصر"	"পশ্চিম মরুভূমি"	"Westliche Wüste"	"Western Desert"	"Desierto occidental"	"Désert occidental"	"ΔΥΤΙΚΗ ΕΡΗΜΟΣ"	"पश्चिमी रेगिस्तान"	"NYUGATI SIVATAG"	"GURUN BARAT"	"Deserto occidentale"	"西部砂漠"	"웨스턴 데저트"	"Westelijke Woestijn"	"ZACHODNIA PUSTYNIA"	"Deserto Ocidental"	"Западная пустыня"	"Western Desert"	"BATI ÇÖLÜ"	"SA MẠC PHÍA TÂY"	"西部沙漠"	"صحرای غرب"	"המדבר המערבי"	"ПУСТЕЛЯ ВЕСТЕРН"	"ویسٹرن ڈیزرٹ"	"西部沙漠"	24.7926699890566	25.0866805347713	30.3356997742129	32.8787947925837
"NUBIAN DESERT"	NA	"صحراء النوبة"	"নুবিয়ান মরুভূমি"	"Nubische Wüste"	"Nubian Desert"	"Desierto de Nubia"	"désert de Nubie"	"ΝΟΥΒΙΚΗ ΕΡΗΜΟΣ"	"नूबियन"	"Núbiai-sivatag"	"Gurun Pasir Nubia"	"deserto di Nubia"	"ヌビア砂漠"	"누비아 사막"	"Nubische Woestijn"	"Pustynia Nubijska"	"Deserto da Núbia"	"Нубийская пустыня"	"Nubiska öknen"	"Nübye Çölü"	"SA MẠC NUBIAN"	"努比亞沙漠"	"بیابان نوبیه"	"המדבר הנובי"	"Нубійська пустеля"	"نیوبین ڈیزرٹ"	"努比亞沙漠"	17.7812564148379	30.3651229175838	22.1204287781191	37.2091170582087
"GREAT SANDY DESERT"	NA	"صحراء الرمل الكبرى"	"গ্রেট স্যান্ডি ডেজার্ট"	"Große Sandwüste"	"Great Sandy Desert"	"Gran Desierto Arenoso"	"Grand désert de sable"	"ΕΡΗΜΟΣ ΓΚΡΕΙΤ ΣΑΝΤΥ"	"ग्रेट सैंडी"	"Nagy Homoksivatag"	"Gurun Pasir Besar"	"Gran Deserto Sabbioso"	"グレートサンディ砂漠"	"그레이트샌디 사막"	"Grote Zandwoestijn"	"Wielka Pustynia Piaszczysta"	"Grande Deserto Arenoso"	"Большая Песчаная пустыня"	"Stora Sandöknen"	"BÜYÜK KUM ÇÖLÜ"	"SA MẠC GREAT SANDY"	"大沙沙漠"	"شنزار بزرگ"	"מדבר החול הגדול"	"Велика Піщана пустеля"	"گریٹ سینڈی ڈیزرٹ"	"大沙沙漠"	-22.6152889953184	121.300547722271	-18.6237118468809	128.448741081646
"LIBYAN DESERT"	NA	"الصحراء الليبية"	"লিবিয়ান ডেজার্ট"	"Libysche Wüste"	"Libyan Desert"	"Desierto Líbico"	"désert Libyque"	"ΕΡΗΜΟΣ ΛΙΒΥΗΣ"	"लिबयन"	"Líbiai-sivatag"	"Gurun Libya"	"deserto Libico-Nubiano"	"リビア砂漠"	"리비아 사막"	"Libische Woestijn"	"Pustynia Libijska"	"Deserto da Líbia"	"Ливийская пустыня"	"Libyska öknen"	"Libya Çölü"	"SA MẠC LIBYA"	"利比亚沙漠"	"صحرای لیبی"	"מדבר לוב"	"Лівійська пустеля"	"صحرا لیبیا"	"利比亚沙漠"	9.34100983280658	18.1810408863337	32.9418399109316	33.9900008472712
"GREAT VICTORIA DESERT"	NA	"صحراء فكتوريا الكبرى"	"গ্রেট ভিক্টোরিয়া মরুভূমি"	"Große Victoria-Wüste"	"Great Victoria Desert"	"Gran Desierto de Victoria"	"Grand désert de Victoria"	"ΕΡΗΜΟΣ ΓΚΡΕΙΤ ΒΙΚΤΩΡΙΑ"	"ग्रेट विक्टोरिया"	"Nagy-Viktória-sivatag"	"Gurun Victoria Besar"	"Gran Deserto Victoria"	"グレートビクトリア砂漠"	"그레이트빅토리아 사막"	"Grote Victoriawoestijn"	"Wielka Pustynia Wiktorii"	"Grande Deserto de Vitória"	"Большая пустыня Виктория"	"Stora Victoriaöknen"	"Büyük Victoria Çölü"	"Hoang mạc Victoria lớn"	"大维多利亚沙漠"	"بیابان گریت ویکتوریا"	"מדבר ויקטוריה הגדול"	"Велика пустеля Вікторія"	"گریٹ وکٹوریا ڈیزرٹ"	"大维多利亚沙漠"	-29.7649471984434	123.756114128521	-26.5894100890684	132.362071159771
"THAR DESERT"	NA	"صحراء طهار"	"থর মরুভূমি"	"Thar"	"Thar Desert"	"Desierto de Thar"	"désert du Thar"	"Ταρ Έρημος"	"थार मरुस्थल"	"Thár-sivatag"	"Gurun Thar"	"deserto di Thar"	"タール砂漠"	"타르 사막"	"Tharwoestijn"	"Thar"	"Deserto do Thar"	"Тар"	"Thar"	"Tar çölü"	"Thar"	"塔尔沙漠"	"بیابان تار"	"טהאר"	"Тар"	"صحرائے تھر"	"塔尔沙漠"	24.4145571960879	68.3567000660212	30.5067202820254	75.6671248707088
"SYRIAN DESERT"	NA	"بادية الشام"	"সিরিয়া মরুভূমি"	"Syrische Wüste"	"Syrian Desert"	"Desierto Sirio"	"désert de Syrie"	"Συριακή Έρημος"	"सीरियन"	"Szír-sivatag"	"Gurun Suriah"	"deserto siriano"	"シリア砂漠"	"시리아 사막"	"Syrische Woestijn"	"Pustynia Syryjska"	"Deserto Sírio"	"Сирийская пустыня"	"Syriska öknen"	"Suriye Çölü"	"Hoang mạc Syria"	"叙利亚沙漠"	"صحرای سوریه"	"המדבר הסורי"	"Сирійська пустеля"	"سائرین ڈیزرٹ"	"叙利亚沙漠"	30.4705264343691	36.8579207691463	34.1249453796816	43.5450545582087
"GARAGUM DESERT"	NA	"صحراء قره قوم"	"কারাকুম মরুভূমি"	"Karakum"	"Karakum Desert"	"Desierto de Karakum"	"désert du Karakoum"	"Καρακούμ"	"काराकुम रेगिस्तान"	"Kara-kum"	"Karakum"	"deserto del Karakum"	"カラクム砂漠"	"카라쿰 사막"	"Karakum"	"Kara-kum"	"Deserto de Karakum"	"Каракумы"	"Karakum"	"Karakum Çölü"	"Hoang mạc Karakum"	"卡拉庫姆沙漠"	"قرهقوم"	"קאראקום"	"Каракуми"	"کاراکم"	"卡拉庫姆沙漠"	36.2227236999941	55.8518172535212	45.480292059369	67.2168074878963
"QIZILQUM DESERT"	"KYZYLKUM DESERT"	"قيزيل قوم"	"কিজিলকুম মরুভূমি"	"Kysylkum"	"Kyzyl Kum"	"Kyzyl Kum"	"désert du Kyzylkoum"	"Κιζίλ Κουμ"	"किज़िल कुम रेगिस्तान"	"Kizil-kum"	"Gurun Kyzylkum"	"deserto del Kizilkum"	"キジルクム砂漠"	"키질쿰 사막"	"Kyzylkum"	"Kyzył-kum"	"Kyzyl Kum"	"Кызылкум"	"Kyzyl Kum"	"Kızılkum Çölü"	"Sa mạc Kyzylkum"	"克孜勒库姆沙漠"	"قیزیل قوم"	"מדבר קיזילקום"	"Кизилкум"	"قزلقم ڈیزرٹ"	"克孜勒库姆沙漠"	39.1180484070253	59.0289412769588	47.4917056335878	69.1148787769587
"DESIERTO DE ATACAMA"	NA	"أتاكاما"	"আতাকামা মরুভূমি"	"Atacamawüste"	"Atacama Desert"	"Desierto de Atacama"	"désert d'Atacama"	"Ατακάμα"	"अटाकामा मरुस्थल"	"Atacama-sivatag"	"Gurun Atacama"	"deserto di Atacama"	"アタカマ砂漠"	"아타카마 사막"	"Atacama"	"Atakama"	"Deserto de Atacama"	"Атакама"	"Atacamaöknen"	"Atacama Çölü"	"Hoang mạc Atacama"	"阿他加马沙漠"	"بیابان آتاکاما"	"מדבר אטקמה"	"Атакама"	"صحرائے ایٹاکاما"	"阿他加马沙漠"	-28.0028622375059	-70.9105359751195	-17.8889706359434	-67.8658341136663
"Istmo de Tehuantepec"	NA	"برزخ تيهوانتيبيك"	"ইস্তমো দে তেহুান্তেপেক"	"Isthmus von Tehuantepec"	"Isthmus of Tehuantepec"	"Istmo de Tehuantepec"	"Isthme de Tehuantepec"	"Ισθμός του Τεχουαντεπέκ"	"इस्तमो दे तेहुन्तेपेक"	"Tehuantepeci-földszoros"	"Tanah genting Tehuantepec"	"Istmo di Tehuantepec"	"テワンテペク地峡"	"테우안테펙 지협"	"Landengte van Tehuantepec"	"Tehuantepec"	"Istmo de Tehuantepec"	"Теуантепек"	"Tehuantepecnäset"	"Istmo de Tehuantepec"	"Eo đất Tehuantepec"	"特万特佩克地峡"	"ایستمو د تهوانتپک"	"מצר טוואנטפק"	"Теуантепек"	"اسٹمو ڈی ٹیہونٹیپیک"	"特万特佩克地峡"	16.1605288757753	-95.2001846996037	18.3759829773379	-94.0148819652288
"Is. de Panamá"	NA	"برزخ بنما"	"আইল্যান্ড দে পানামা"	"Isthmus von Panama"	"Isthmus of Panama"	"Istmo de Panamá"	"Isthme de Panama"	"Νήσος του Παναμά"	"पनामा भूडमरुमध्य"	"Panama-földszoros"	"Tanah Genting Panama"	"Istmo di Panama"	"パナマ地峡"	"파나마 지협"	"Landengte van Panama"	"Przesmyk Panamski"	"Istmo do Panamá"	"Панамский перешеек"	"Panamanäset"	"Panama Kıstağı"	"Eo đất Panama"	"巴拿馬地峽"	"باریکه پاناما"	"מצר פנמה"	"Панамський перешийок"	"Is. ڈی پاناما"	"巴拿馬地峽"	8.38890902347491	-80.0006842803592	9.54356168680716	-77.6325218266793
"MURRAY-DARLING BASIN"	NA	"حوض موراي دارلينغ"	"মুরে-ডার্লিং বেসিন"	"Murray-Darling-Becken"	"Murray–Darling basin"	"Cuenca del Murray–Darling"	"bassin Murray-Darling"	"ΛΕΚΑΝΟΠΕΔΙΟ ΜΑΡΡΕΪ-ΝΤΑΡΛΙΝΓΚ"	"मरे-डार्लिंग बेसिन"	"MURRAY-DARLING-MEDENCE"	"BASIN MURRAY-DARLING"	"Bacino Murray-Darling"	"マレー・ダーリング盆地"	"머레이 달링 베이신"	"Murray–Darling basin"	"DORZECZE MURRAY-DARLING"	"Bacia Murray-Darling"	"Бассейн Муррея"	"Murray-Darling-bassängen"	"MURRAY-DARLING HAVZASI"	"BỒN ĐỊA MURRAY-DARLING"	"墨累-達令流域"	"حوضه آبی ماری-دارلینگ"	"אגן מארי-דרלינג"	"МЮРРЕЙ-ДАРЛІНГ"	"مرے ڈارلنگ بیسن"	"墨累-達令流域"	-36.9465878234434	138.766368034771	-24.1808407531309	151.537974480084
"SICHUAN BASIN"	NA	"حوض سيتشوان"	"সিচুয়ান বেসিন"	"Sichuan-Becken"	"Sichuan Basin"	"Cuenca de Sichuan"	"bassin du Sichuan"	"ΛΕΚΑΝΟΠΕΔΙΟ ΣΙΧΟΥΑΝ"	"सिचुआन बेसिन"	"SZECSUÁN-MEDENCE"	"Cekungan Sichuan"	"bacino del Sichuan"	"四川盆地"	"쓰촨 분지"	"Rode Bekken"	"Kotlina Syczuańska"	"Bacia de Sichuan"	"Сычуаньская котловина"	"Sichuanbäckenet"	"SICHUAN HAVZASI"	"Bồn địa Tứ Xuyên"	"四川盆地"	"حوضه سیچوئان"	"אגן סיצ'ואן"	"Сичуаньська западина"	"سیشوان بیسن"	"四川盆地"	28.6948306335879	103.267588737896	32.0522525085879	107.735606316021
"TARIM BASIN"	NA	"حوض تاريم"	"তারিম বেসিন"	"Tarimbecken"	"Tarim Basin"	"cuenca del Tarim"	"bassin du Tarim"	"ΛΕΚΑΝΟΠΕΔΙΟ ΤΑΡΙΜ"	"तारिम द्रोणी"	"Tarim-medence"	"Cekungan Tarim"	"Bacino del Tarim"	"タリム盆地"	"타리무 분지"	"Tarimbekken"	"Kotlina Kaszgarska"	"Bacia do Tarim"	"Таримская впадина"	"Tarimbäckenet"	"Tarım Havzası"	"Lòng chảo Tarim"	"塔里木盆地"	"حوضه تاریم"	"אגן טארים"	"Таримський басейн"	"تاریم طاس"	"塔里木盆地"	36.5873477234316	76.1368514332087	41.6951358093691	90.7442733082087
"ISTHMUS OF KRA"	NA	"برزخ كراي"	"ক্র যোজক"	"Isthmus von Kra"	"Kra Isthmus"	"Istmo de Kra"	"Isthme de Kra"	"Ισθμός του Κρα"	"क्रा थलसंधि"	"Kra-földhíd"	"Tanah genting Kra"	"Istmo di Kra"	"クラ地峡"	"끄라 지협"	"Landengte van Kra"	"Kra"	"Istmo de Kra"	"Кра"	"Isthmus of Kra"	"Kra Kıstağı"	"Eo đất Kra"	"克拉地峡"	"ایستموس کرا"	"מיצר קרה"	"Кра"	"استھمس آف کارا"	"克拉地峡"	9.20632896771667	98.3594971818974	10.7453067078066	99.2882812500001
"PIEDMONT"	NA	"بيدمونت"	"পিয়েদমন্ত"	"Piedmont"	"Piedmont"	"Piedmont"	"Piedmont"	"ΠΙΕΜΟΝΤ"	"पिडमांट"	"Piedmont"	"Piedmont"	"Piedmont"	"ピードモント台地"	"피드몬트 대지"	"Piedmont"	"Piedmont"	"Piemonte"	"Пидмонт"	"Piedmont"	"PIEDMONT"	"Piedmont"	"皮埃蒙特"	"پیمونت"	"פיאדונט"	"П’ЄМОНТ"	"پائیڈمونٹ"	"皮埃蒙特"	31.832342840619	-86.5806778636662	40.6109072937441	-75.0448502269475
